Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24030750010283RH6,5.66,19.69,5.63,19.76,5.32,22.42,8.42,5.32,5.45,22.38,8.43,5.32,5.44,10001.25,49.64,10003.75,49.57,31533.31,55.58,31533.31,49.35,PASS,7/16/2024 11:44:13 AM
ZJ24030750010284RH6,5.69,19.69,5.63,19.75,5.34,22.42,8.41,5.32,5.46,22.38,8.43,5.33,5.44,10001.25,49.61,10003.75,49.61,31620.55,55.57,31620.55,49.96,PASS,7/16/2024 11:45:27 AM
ZJ24030750010285RH6,5.67,19.66,5.63,19.73,5.32,22.43,8.4,5.32,5.45,22.39,8.42,5.33,5.44,10006.25,49.67,10005,49.6,31670.63,55.58,31670.63,49.45,PASS,7/16/2024 11:45:49 AM
ZJ24030750010288RH6,5.68,19.67,5.64,19.77,5.35,22.42,8.42,5.32,5.45,22.36,8.43,5.33,5.44,10005,49.65,10005,49.67,31658.09,55.6,31670.63,50.95,PASS,7/16/2024 11:46:10 AM
ZJ24030750010287RH6,5.64,19.68,5.67,19.78,5.32,22.42,8.42,5.33,5.46,22.38,8.42,5.33,5.42,10003.75,49.67,10005,49.6,31570.64,55.6,31570.64,50.63,PASS,7/16/2024 11:46:33 AM
ZJ24030750010286RH6,5.65,19.69,5.64,19.76,5.33,22.41,8.41,5.32,5.45,22.38,8.44,5.33,5.44,10001.25,49.62,10002.5,49.59,31595.58,55.57,31595.58,49.76,PASS,7/16/2024 11:46:50 AM
ZJ24030750010291RH6,5.65,19.64,5.62,19.77,5.33,22.43,8.4,5.31,5.45,22.39,8.41,5.31,5.43,10007.51,49.69,10005,49.59,31620.55,55.61,31620.55,50.16,PASS,7/16/2024 11:47:08 AM
ZJ24030750010290RH6,5.71,19.68,5.68,19.78,5.33,22.42,8.42,5.33,5.46,22.37,8.43,5.32,5.45,10006.25,49.68,10001.25,49.62,31595.58,55.57,31595.58,49.53,PASS,7/16/2024 11:47:29 AM
ZJ24030750010289RH6,5.67,19.71,5.63,19.73,5.32,22.4,8.41,5.32,5.42,22.35,8.43,5.32,5.45,10002.5,49.62,10001.25,49.57,31533.31,55.58,31533.31,50.53,PASS,7/16/2024 11:47:50 AM
ZJ24030750010294RH6,5.67,19.69,5.64,19.78,5.34,22.41,8.41,5.33,5.46,22.38,8.42,5.33,5.44,10003.75,49.64,10005,49.61,31746.03,55.6,31746.03,48.97,FAIL,7/16/2024 11:48:08 AM
ZJ24030750010294RH6,5.67,19.69,5.64,19.78,5.34,22.41,8.42,5.33,5.47,22.39,8.42,5.32,5.45,10002.5,49.66,10003.75,49.61,31758.63,55.93,31771.25,49.32,FAIL,7/16/2024 11:48:33 AM
ZJ24030750010293RH6,5.67,19.66,5.61,19.75,5.33,22.41,8.41,5.32,5.41,22.37,8.42,5.31,5.45,10003.75,49.62,10002.5,49.56,31670.63,55.62,31670.63,50.87,PASS,7/16/2024 11:49:29 AM
ZJ24030750010292RH6,5.66,19.66,5.63,19.79,5.35,22.42,8.42,5.31,5.45,22.39,8.42,5.33,5.43,10003.75,49.61,10005,49.6,31583.1,55.59,31595.58,50.36,PASS,7/16/2024 11:49:50 AM
ZJ24030750010297RH6,5.66,19.64,5.63,19.74,5.33,22.41,8.42,5.32,5.45,22.37,8.42,5.31,5.45,9998.75,49.58,10003.75,49.61,31570.64,55.56,31570.64,52.76,PASS,7/16/2024 11:50:12 AM
ZJ24030750010296RH6,5.68,19.67,5.64,19.78,5.37,22.42,8.42,5.31,5.45,22.37,8.42,5.33,5.45,10002.5,49.61,10005,49.59,31558.19,55.58,31558.19,50.3,PASS,7/16/2024 11:50:31 AM
ZJ24030750010295RH6,5.65,19.62,5.64,19.75,5.36,22.42,8.41,5.31,5.45,22.38,8.42,5.32,5.39,10003.75,49.59,10001.25,49.62,31658.09,55.6,31645.57,50.04,PASS,7/16/2024 11:50:48 AM
ZJ24030750010300RH6,5.66,19.69,5.65,19.76,5.32,22.41,8.41,5.33,5.47,22.37,8.42,5.32,5.43,10005,49.64,10002.5,49.57,31645.57,55.58,31645.57,49.17,PASS,7/16/2024 11:51:10 AM
ZJ24030750010299RH6,5.65,19.65,5.63,19.74,5.33,22.41,8.42,5.32,5.45,22.38,8.42,5.31,5.44,10003.75,49.64,10002.5,49.61,31608.06,55.59,31608.06,50.45,PASS,7/16/2024 11:51:30 AM
ZJ24030750010298RH6,5.65,19.67,5.63,19.76,5.32,22.42,8.42,5.32,5.47,22.38,8.44,5.33,5.44,10003.75,49.63,10003.75,49.61,31520.88,55.59,31520.88,49.72,PASS,7/16/2024 11:51:49 AM
ZJ24030750010301RH6,5.66,19.69,5.62,19.74,5.34,22.42,8.41,5.33,5.45,22.38,8.42,5.33,5.45,10003.75,49.61,10003.75,49.58,31583.1,55.55,31583.1,50.02,PASS,7/16/2024 11:52:25 AM
ZJ24030750010302RH6,5.68,19.69,5.64,19.73,5.33,22.42,8.42,5.33,5.46,22.38,8.43,5.32,5.45,10005,49.62,10001.25,49.57,31545.74,55.56,31545.74,49.84,PASS,7/16/2024 11:53:31 AM
ZJ24030750010303RH6,5.66,19.64,5.62,19.74,5.33,22.42,8.42,5.31,5.45,22.38,8.42,5.32,5.42,10005,49.64,10002.5,49.6,31595.58,55.57,31595.58,49.61,PASS,7/16/2024 11:53:53 AM
ZJ24030750010304RH6,5.67,19.68,5.64,19.77,5.34,22.42,8.41,5.32,5.47,22.38,8.43,5.33,5.46,10001.25,49.61,10002.5,49.57,31570.64,55.6,31570.64,50.43,PASS,7/16/2024 11:54:15 AM
ZJ24030750010305RH6,5.65,19.69,5.64,19.75,5.34,22.39,8.41,5.32,5.45,22.39,8.42,5.31,5.38,10005,49.66,10003.75,49.63,31608.06,55.55,31608.06,50.22,PASS,7/16/2024 11:54:37 AM
ZJ24030750010306RH6,5.65,19.67,5.66,19.77,5.34,22.42,8.42,5.32,5.44,22.38,8.42,5.33,5.44,10001.25,49.63,10006.25,49.66,31670.63,55.58,31670.63,49.52,PASS,7/16/2024 11:55:01 AM
ZJ24030750010309RH6,5.66,19.67,5.63,19.78,5.31,22.41,8.41,5.32,5.45,22.39,8.42,5.33,5.42,10003.75,49.66,10003.75,49.58,31620.55,55.57,31620.55,49.33,PASS,7/16/2024 11:55:18 AM
ZJ24030750010308RH6,5.68,19.71,5.64,19.75,5.36,22.42,8.41,5.32,5.45,22.38,8.43,5.32,5.41,10006.25,49.62,10002.5,49.62,31608.06,55.95,31608.06,50.61,PASS,7/16/2024 12:31:42 PM
ZJ24030750010307RH6,5.66,19.67,5.62,19.76,5.34,22.42,8.41,5.3,5.46,22.39,8.42,5.31,5.46,9998.75,49.57,10003.75,49.56,31645.57,55.58,31645.57,49.05,PASS,7/16/2024 12:32:14 PM
ZJ24030750010312RH6,5.66,19.68,5.63,19.78,5.35,22.42,8.41,5.32,5.44,22.39,8.42,5.31,5.42,10002.5,49.62,10001.25,49.57,31583.1,55.55,31583.1,50.49,PASS,7/16/2024 12:32:37 PM
ZJ24030750010311RH6,5.66,19.69,5.67,19.76,5.33,22.42,8.42,5.33,5.45,22.39,8.43,5.32,5.43,10005,49.62,10001.25,49.58,31595.58,55.57,31595.58,50.32,PASS,7/16/2024 12:33:00 PM
ZJ24030750010310RH6,5.68,19.69,5.63,19.75,5.34,22.42,8.41,5.33,5.44,22.38,8.43,5.31,5.44,10002.5,49.59,10001.25,49.58,31533.31,55.54,31533.31,50.41,PASS,7/16/2024 12:33:16 PM
ZJ24030750010313RH6,5.68,19.7,5.67,19.74,5.35,22.42,8.42,5.32,5.45,22.38,8.44,5.32,5.42,10003.75,49.66,10003.75,49.58,31570.64,55.56,31570.64,50.04,PASS,7/16/2024 12:33:45 PM
ZJ24030750010314RH6,5.66,19.66,5.62,19.75,5.36,22.42,8.41,5.32,5.45,22.38,8.42,5.33,5.44,10001.25,49.57,10002.5,49.64,31545.74,55.56,31545.74,50.12,PASS,7/16/2024 12:34:04 PM
ZJ24030750010315RH6,5.65,19.69,5.63,19.78,5.36,22.43,8.41,5.32,5.43,22.38,8.41,5.33,5.45,10005,49.64,10003.75,49.59,31720.86,55.59,31720.86,49.56,FAIL,7/16/2024 12:34:24 PM
ZJ24030750010315RH6,5.65,19.69,5.63,19.78,5.36,22.43,8.41,5.33,5.43,22.39,8.42,5.33,5.45,10001.25,49.63,10006.25,49.64,31720.86,55.95,31708.28,49.46,FAIL,7/16/2024 12:35:12 PM
ZJ24030750010315RH6,5.66,19.7,5.63,19.78,5.36,22.42,8.41,5.32,5.43,22.39,8.41,5.33,5.45,10005,49.62,10005,49.62,31708.28,55.53,31720.86,50.44,FAIL,7/16/2024 12:35:32 PM
ZJ24030750010316RH6,5.69,19.66,5.63,19.77,5.35,22.42,8.41,5.31,5.45,22.38,8.43,5.33,5.43,10003.75,49.64,10002.5,49.57,31683.17,55.56,31683.17,49.31,PASS,7/16/2024 12:35:53 PM
ZJ24030750010317RH6,5.64,19.64,5.63,19.78,5.35,22.42,8.41,5.32,5.45,22.39,8.42,5.32,5.43,10002.5,49.62,10005,49.55,31670.63,55.58,31670.63,49.92,PASS,7/16/2024 12:36:13 PM
ZJ24030750010318RH6,5.69,19.68,5.64,19.76,5.34,22.43,8.41,5.33,5.45,22.38,8.43,5.32,5.44,10003.75,49.59,10003.75,49.59,31483.67,55.61,31483.67,49.94,PASS,7/16/2024 12:36:39 PM
ZJ24030750010321RH6,5.64,19.59,5.62,19.73,5.33,22.42,8.43,5.33,5.48,22.38,8.42,5.33,5.44,10001.25,49.61,10003.75,49.62,31658.09,55.56,31645.57,50.63,PASS,7/16/2024 12:37:01 PM
ZJ24030750010320RH6,5.65,19.66,5.62,19.78,5.33,22.42,8.41,5.32,5.44,22.38,8.42,5.32,5.41,10003.75,49.61,10001.25,49.56,31545.74,55.56,31545.74,49.25,PASS,7/16/2024 12:37:23 PM
ZJ24030750010319RH6,5.65,19.67,5.63,19.77,5.34,22.41,8.42,5.32,5.46,22.38,8.42,5.32,5.43,10006.25,49.63,10003.75,49.62,31633.06,55.56,31633.06,49.35,PASS,7/16/2024 12:37:45 PM
ZJ24030750010324RH6,5.66,19.69,5.63,19.76,5.35,22.42,8.42,5.33,5.45,22.38,8.43,5.32,5.43,10002.5,49.6,10003.75,49.66,31620.55,55.57,31620.55,50.79,PASS,7/16/2024 12:38:08 PM
ZJ24030750010323RH6,5.68,19.7,5.66,19.78,5.32,22.42,8.42,5.32,5.44,22.39,8.43,5.33,5.43,10003.75,49.62,10005,49.6,31708.28,55.57,31708.28,49.43,PASS,7/16/2024 12:38:26 PM
