Serial #s, Consumption Current (mA), Lo Gate Trig Freq,Hi Gate Trig Freq, DSAT Hi, DSAT Lo, 2L Turn Off Hi, 2L Turn Off Lo, Hi DeadTime,Lo DeadTime, Result, DateTime
ZJ24010900010552RH6,117.705,4.99978,5.00007,FAILED,FAILED,PASSED,PASSED,283.2,277.6, --- , 4.99932,4.99984,FAILED,FAILED,PASSED,PASSED,285.2,303.2,FAIL,7/1/2024 7:14:00 AM
ZJ24010900010552RH6,118.34,5.00016,5.00021,FAILED,FAILED,PASSED,PASSED,299.2,305.6, --- , 4.9998,5.00021,FAILED,FAILED,PASSED,PASSED,280.8,316,FAIL,7/1/2024 7:17:26 AM
ZJ24010900010275RH6,117.874,4.99984,5.00035,FAILED,FAILED,PASSED,PASSED,-260.8,285.6, --- , 4.99976,4.99972,FAILED,FAILED,PASSED,PASSED,-248.8,298.4,FAIL,7/1/2024 7:19:22 AM
ZJ24010900010554RH6,118.235,5.00064,9.91E+34,PASSING,FAILED,PASSING,PASSED,9.91E+46,9.91E+46, --- , 4.99984,9.91E+34,PASSING,FAILED,PASSING,PASSED,9.91E+46,9.91E+46,FAIL,7/1/2024 7:23:46 AM
ZJ24010900010555RH6,117.975,4.99936,5.00029,FAILED,FAILED,FAILED,FAILED,249.2,268, --- , 4.99988,4.99991,FAILED,FAILED,PASSED,PASSED,267.2,264.4,FAIL,7/1/2024 7:26:41 AM
ZJ24010900010273RH6,119.081,5,4.99989,FAILED,FAILED,PASSING,PASSED,282.8,270.4, --- , 4.99952,4.99975,FAILED,FAILED,PASSED,PASSED,294.4,280.4,FAIL,7/1/2024 7:35:14 AM
ZJ24010900010273RH6,119.713,4.99984,4.99984,FAILED,FAILED,PASSED,PASSED,282,305.2, --- , 5.0004,4.99992,FAILED,FAILED,PASSED,PASSED,268,282.4,FAIL,7/1/2024 7:37:38 AM
ZJ24010900010272RH6,119.535,4.99962,4.99989,FAILED,FAILED,PASSED,PASSED,263.2,280.8, --- , 4.99998,5.00001,FAILED,FAILED,PASSED,PASSED,249.6,289.6,FAIL,7/1/2024 7:42:41 AM
ZJ24040200010100RH6,116.275,4.99974,4.99936,FAILED,FAILED,FAILED,FAILED,408.8,449.6, --- , 5.00022,5.00018,FAILED,FAILED,PASSED,PASSED,422.4,429.6,FAIL,7/1/2024 7:45:35 AM
ZJ24040200010100RH6,116.284,5.00008,5.00031,FAILED,FAILED,PASSED,PASSED,435.2,443.2, --- , 4.99996,4.99969,FAILED,FAILED,PASSED,PASSED,413.2,420.8,FAIL,7/1/2024 7:50:52 AM
ZJ24010900010553RH6,119.716,4.99986,5.00051,FAILED,FAILED,PASSED,PASSED,269.6,291.2, --- , 5,4.99987,FAILED,FAILED,PASSED,PASSED,249.6,263.2,FAIL,7/1/2024 7:52:41 AM
ZJ24010900010565RH6,119.729,4.99948,5.00064,FAILED,FAILED,PASSED,PASSED,255.2,304.8, --- , 5.00028,4.99995,FAILED,FAILED,PASSED,PASSED,280.8,314.8,FAIL,7/1/2024 8:05:05 AM
ZJ24010900010273RH6,119.246,4.99964,5,FAILED,FAILED,PASSED,PASSED,284.4,272.8, --- , 5.0004,5.00019,FAILED,FAILED,PASSED,PASSED,283.2,266.8,FAIL,7/1/2024 8:11:21 AM
ZJ24010900010057RH6,118.667,5.00008,5.00017,FAILED,FAILED,PASSED,PASSED,294.4,304.4, --- , 5.0001,4.99975,FAILED,FAILED,PASSED,PASSED,285.6,337.6,FAIL,7/1/2024 8:18:10 AM
ZJ24010900010131RH6,117.516,4.99976,5.00007,FAILED,FAILED,PASSED,PASSED,272,286.4, --- , 5,5,FAILED,FAILED,PASSED,PASSED,256.8,263.6,FAIL,7/1/2024 8:19:46 AM
ZJ24010900010232RH6,118.48,5.00008,5.00053,FAILED,FAILED,PASSED,PASSED,287.2,305.6, --- , 4.99968,4.99955,FAILED,FAILED,PASSED,PASSED,256,292.4,FAIL,7/1/2024 8:22:37 AM
ZJ24010900010275RH6,118.143,5.00002,5.00029,FAILED,FAILED,PASSED,PASSED,-246.4,319.6, --- , 4.99952,4.99981,FAILED,FAILED,PASSED,PASSED,-262,311.2,FAIL,7/1/2024 9:17:21 AM
ZJ24040200010100RH6,114.881,4.99976,4.99963,FAILED,FAILED,PASSED,FAILED,418.4,428, --- , 5.00002,4.99964,FAILED,FAILED,PASSED,FAILED,443.2,440.8,FAIL,7/1/2024 9:21:08 AM
ZJ24010900010565RH6,118.452,5.00048,5.00019,FAILED,FAILED,PASSED,PASSED,273.6,308.8, --- , 4.9999,5.00048,FAILED,FAILED,PASSED,PASSED,287.6,316,FAIL,7/1/2024 9:22:52 AM
ZJ24010900010531RH6,117.845,5.00004,5.00007,FAILED,FAILED,PASSED,PASSED,276.8,335.6, --- , 5.00004,4.99989,FAILED,FAILED,PASSED,PASSED,288.8,341.2,FAIL,7/1/2024 9:24:34 AM
ZJ24010900010553RH6,118.239,4.99988,4.99925,FAILED,FAILED,PASSED,PASSED,267.2,270.4, --- , 5.00004,5.00007,FAILED,FAILED,PASSED,PASSED,258.4,262.4,FAIL,7/1/2024 9:26:12 AM
ZJ24010900010532RH6,118.141,5.00064,4.99967,FAILED,FAILED,PASSED,PASSED,198.4,259.6, --- , 5.00044,4.99976,FAILED,FAILED,PASSED,PASSED,196.8,294.4,FAIL,7/1/2024 9:28:24 AM
ZJ24010900010556RH6,123.034,5.0004,5.00015,FAILED,FAILED,PASSED,PASSED,-233.2,263.2, --- , 4.9994,4.99992,FAILED,FAILED,PASSED,PASSED,-258,305.6,FAIL,7/1/2024 9:30:30 AM
ZJ24010900010313RH6,117.91,5.00034,4.99977,FAILED,FAILED,PASSED,PASSED,212.8,311.6, --- , 4.99978,4.99961,FAILED,FAILED,PASSED,PASSED,215.2,297.6,FAIL,7/1/2024 9:32:17 AM
ZJ24010900010274RH6,118.893,5.00008,5.00017,FAILED,FAILED,PASSED,PASSED,242.4,264.8, --- , 5.00004,4.99969,FAILED,FAILED,PASSED,PASSED,217.6,254.4,FAIL,7/1/2024 9:34:06 AM
ZJ24010900010314RH6,117.525,4.9999,5.00029,FAILED,FAILED,PASSED,PASSED,253.6,262.4, --- , 5.00032,4.99985,FAILED,FAILED,PASSED,PASSED,269.6,262,FAIL,7/1/2024 9:35:53 AM
ZJ24010900010315RH6,118.696,4.99992,4.99979,FAILED,FAILED,PASSED,PASSED,266.4,290.4, --- , 5.00014,5.00003,FAILED,FAILED,PASSED,PASSED,288,318.8,FAIL,7/1/2024 9:37:32 AM
ZJ24010900010577RH6,118.514,4.99956,5.00016,FAILED,FAILED,PASSED,PASSED,297.6,291.2, --- , 4.99958,4.99971,FAILED,FAILED,PASSED,PASSED,288.8,268.8,FAIL,7/1/2024 9:39:07 AM
ZJ24010900010057RH6,118.188,5.00008,5.00031,FAILED,FAILED,FAILED,FAILED,300,317.6, --- , 5.00004,4.99944,FAILED,FAILED,FAILED,FAILED,292.8,324,FAIL,7/1/2024 9:40:44 AM
ZJ24010900010572RH6,121.971,5.00024,5.00024,FAILED,FAILED,PASSED,PASSED,259.2,286.4, --- , 5.0003,5.00056,FAILED,FAILED,PASSED,PASSED,280,315.2,FAIL,7/1/2024 9:42:31 AM
ZJ24010900010329RH6,117.937,4.99954,4.99942,FAILED,PASSED,PASSED,PASSED,228,270.8, --- , 5.00056,4.99964,FAILED,FAILED,PASSED,PASSED,233.2,289.6,FAIL,7/1/2024 9:44:14 AM
ZJ24010900010566RH6,122.287,4.99932,4.99988,FAILED,FAILED,PASSED,PASSED,282.4,290, --- , 5.00016,5.00051,FAILED,FAILED,PASSED,PASSED,298.4,293.6,FAIL,7/1/2024 9:49:25 AM
ZJ24010900010527RH6,118.512,4.99984,5.00054,FAILED,FAILED,PASSED,PASSED,299.2,-208.4, --- , 4.99992,5.00034,FAILED,PASSED,PASSED,PASSED,282.4,-211.2,FAIL,7/1/2024 9:51:01 AM
ZJ24010900010564RH6,126.771,4.99952,4.99969,FAILED,FAILED,PASSED,PASSED,264.4,321.2, --- , 4.99978,4.99969,FAILED,FAILED,PASSED,PASSED,280,313.6,FAIL,7/1/2024 9:52:56 AM
ZJ24010900010526RH6,117.591,4.9994,4.99987,FAILED,FAILED,PASSED,PASSED,285.6,317.6, --- , 5.00006,5.00017,FAILED,FAILED,PASSED,PASSED,273.6,288.4,FAIL,7/1/2024 9:54:41 AM
ZJ24010900010525RH6,117.328,5.00064,5.00004,FAILED,PASSED,PASSED,PASSED,274.4,248.4, --- , 5.00012,4.99975,FAILED,FAILED,PASSED,PASSED,274,268.8,FAIL,7/1/2024 9:56:18 AM
ZJ24010900010571RH6,117.946,5.00004,4.99963,FAILED,FAILED,PASSED,PASSED,257.6,305.6, --- , 5.0002,5.00078,FAILED,FAILED,PASSED,PASSED,286.4,286,FAIL,7/1/2024 9:57:54 AM
ZJ24010900010570RH6,117.959,5.00052,4.99963,FAILED,FAILED,PASSED,PASSED,293.6,320, --- , 5.00002,4.99985,FAILED,FAILED,PASSED,PASSED,252,298.8,FAIL,7/1/2024 9:59:30 AM
ZJ24010900010266RH6,127.228,4.99952,4.99996,FAILED,FAILED,PASSED,PASSED,281.6,290.8, --- , 5.00012,5.00083,FAILED,PASSED,FAILED,FAILED,296.8,306.8,FAIL,7/1/2024 10:01:04 AM
ZJ24010900010267RH6,117.83,4.99944,4.99973,FAILED,FAILED,PASSED,PASSED,294.8,301.6, --- , 5.0005,5.00022,FAILED,FAILED,PASSED,PASSED,283.2,288.8,FAIL,7/1/2024 10:13:54 AM
ZJ24010900010560RH6,117.978,4.99976,4.99983,FAILED,FAILED,PASSED,PASSED,277.6,312.4, --- , 4.99958,4.99989,FAILED,FAILED,PASSED,PASSED,288.4,278,FAIL,7/1/2024 10:15:30 AM
ZJ24010900010276RH6,117.722,5.00052,5.00036,FAILED,FAILED,PASSED,PASSED,300.8,318.4, --- , 4.9996,4.9998,FAILED,FAILED,PASSED,PASSED,283.2,292.8,FAIL,7/1/2024 10:17:05 AM
