Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24030750010245RH6,5.67,19.64,5.64,19.8,5.32,22.42,8.41,5.3,5.46,22.38,8.42,5.32,5.44,10002.5,49.64,10002.5,49.62,31595.58,55.57,31595.58,49.17,PASS,7/15/2024 9:22:17 AM
ZJ24030750010246RH6,5.64,19.69,5.63,19.73,5.33,22.4,8.41,5.31,5.47,22.38,8.42,5.3,5.4,10003.75,49.64,10003.75,49.62,31508.47,55.57,31508.47,50.26,PASS,7/15/2024 9:22:37 AM
ZJ24030750010247RH6,5.66,19.7,5.63,19.76,5.32,22.43,8.41,5.33,5.45,22.39,8.42,5.32,5.43,10005,49.64,10003.75,49.58,31496.06,55.59,31496.06,49.84,PASS,7/15/2024 9:23:15 AM
ZJ24030750010251RH6,5.64,19.65,5.62,19.77,5.33,22.4,8.41,5.3,5.44,22.38,8.42,5.31,5.42,10001.25,49.64,10006.25,49.61,31558.19,55.58,31558.19,50.02,PASS,7/15/2024 9:23:46 AM
ZJ24030750010248RH6,5.65,19.74,5.64,19.79,5.32,22.42,8.41,5.32,5.47,22.39,8.41,5.32,5.44,10002.5,49.64,10001.25,49.58,31558.19,55.58,31558.19,50.69,PASS,7/15/2024 9:24:04 AM
ZJ24030750010468RH6,5.63,19.69,5.62,19.75,5.33,22.4,8.41,5.32,5.45,22.38,8.42,5.32,5.39,10005,49.65,10003.75,49.59,31533.31,55.97,31533.31,49.35,PASS,7/15/2024 9:24:21 AM
ZJ24030750010467RH6,5.63,19.71,5.63,19.77,5.33,22.43,8.4,5.32,5.47,22.4,8.42,5.31,5.41,10002.5,49.6,10003.75,49.62,31545.74,55.56,31545.74,49.57,PASS,7/15/2024 9:24:41 AM
ZJ24030750010466RH6,5.65,19.7,5.64,19.79,5.32,22.42,8.41,5.32,5.47,22.36,8.42,5.32,5.4,10003.75,49.66,10005,49.6,31533.31,55.58,31533.31,50.81,PASS,7/15/2024 9:25:02 AM
ZJ24030750010255RH6,5.64,19.69,5.62,19.75,5.33,22.43,8.4,5.31,5.45,22.39,8.42,5.3,5.44,10002.5,49.54,10003.75,49.59,31545.74,55.6,31545.74,49.57,PASS,7/15/2024 9:25:20 AM
ZJ24030750010370RH6,5.66,19.71,5.62,19.8,5.32,22.43,8.41,5.31,5.44,22.4,8.41,5.31,5.43,10005,49.65,10005,49.64,31458.91,55.56,31458.91,48.8,PASS,7/15/2024 9:25:38 AM
ZJ24030750010375RH6,5.64,19.69,5.62,19.77,5.34,22.44,8.41,5.31,5.45,22.39,8.43,5.32,5.42,10003.75,49.58,10002.5,49.55,31508.47,55.57,31508.47,48.76,PASS,7/15/2024 9:25:57 AM
ZJ24030750010357RH6,5.64,19.64,5.65,19.74,5.32,22.42,8.41,5.31,5.43,22.37,8.42,5.31,5.42,10001.25,49.59,10005,49.6,31496.06,55.55,31496.06,50.83,PASS,7/15/2024 9:26:15 AM
