Serial #s,Lo Off Gate Voltage,Hi On Gate Voltage,Hi Off Gate Voltage,Lo On Gate Voltage,Digital +5V,Hi Pos Vunreg,Hi Neg Vunreg,Hi +5V,Hi -5V,Lo Pos Vunreg,Lo Neg Vunreg,Lo +5V,Lo -5V,Hi  Freq,Hi Duty,Lo Freq,Lo Duty,TempFreq,Temp Duty,DCL Freq,DCL Duty, Result, DateTime
ZJ24030130010068RH6,80,99.99,80,7.02,100,97.26,77.81,100,4.25,22.46,8.4,5.3,5.39,5441.81,99.85,11582.45,99.7,23068.05,99.83,∞,NaN,FAIL,6/24/2024 12:39:52 PM
ZJ24030130010068RH6,5.62,19.86,5.61,19.79,5.31,22.46,8.4,5.3,5.39,22.44,8.42,5.29,5.38,10002.5,49.5,10003.75,49.44,31347.96,55.56,31347.96,49.33,PASS,6/24/2024 12:40:51 PM
ZJ24030130010053RH6,5.62,19.9,5.64,19.79,5.3,22.47,8.41,5.29,5.4,22.43,8.42,5.3,5.36,10003.75,49.48,10003.75,49.46,31483.67,55.61,31483.67,50.53,PASS,6/24/2024 12:41:22 PM
ZJ24030130010054RH6,5.63,19.95,5.61,19.78,5.31,22.47,8.4,5.28,5.39,22.43,8.42,5.3,5.4,10002.5,49.47,10003.75,49.44,31372.55,55.57,31372.55,50.9,PASS,6/24/2024 12:41:48 PM
ZJ24030130010028RH6,5.63,19.88,5.64,19.8,5.31,22.47,8.4,5.28,5.4,22.43,8.42,5.31,5.38,10003.75,49.49,10002.5,49.5,31372.55,55.53,31372.55,50.78,PASS,6/24/2024 12:42:31 PM
ZJ24030130010030RH6,5.62,19.71,5.59,19.76,5.31,22.46,8.42,5.3,5.42,22.42,8.43,5.29,5.38,10003.75,49.49,10002.5,49.47,31409.5,55.56,31421.84,49.49,PASS,6/24/2024 12:43:00 PM
ZJ24030130010064RH6,5.63,20.1,5.61,19.77,5.31,22.46,8.41,5.29,5.41,22.44,8.42,5.3,5.39,10003.75,49.48,10002.5,49.47,31347.96,55.56,31347.96,50.04,PASS,6/24/2024 12:43:24 PM
ZJ24030130010037RH6,5.64,20.01,5.61,19.77,5.29,22.46,8.4,5.28,5.4,22.43,8.43,5.3,5.4,10006.25,49.48,10003.75,49.46,31434.18,55.6,31434.18,49.35,PASS,6/24/2024 12:43:46 PM
ZJ24030130010052RH6,5.64,19.91,5.61,19.81,5.31,22.46,8.4,5.3,5.4,22.43,8.42,5.29,5.39,10005,49.52,10005,49.47,31421.84,55.58,31421.84,50.16,PASS,6/24/2024 12:44:06 PM
ZJ24030130010059RH6,5.64,19.93,5.65,19.77,5.32,22.46,8.41,5.29,5.4,22.43,8.42,5.29,5.4,10003.75,49.51,10001.25,49.47,31409.5,55.59,31409.5,49.43,PASS,6/24/2024 12:44:29 PM
ZJ24030130010058RH6,5.64,19.9,5.61,19.77,5.3,22.47,8.41,5.3,5.41,22.42,8.42,5.29,5.41,10000,49.42,10003.75,49.48,31483.67,55.53,31483.67,49.63,PASS,6/24/2024 12:44:52 PM
ZJ24030130010005RH6,5.66,19.79,5.61,19.77,5.3,22.46,8.4,5.29,5.41,22.44,8.42,5.3,5.39,10006.25,49.44,10002.5,49.44,31360.25,55.59,31360.25,50.33,PASS,6/24/2024 12:45:14 PM
ZJ24030130010060RH6,5.62,19.98,5.61,19.76,5.31,22.46,8.4,5.3,5.41,22.44,8.42,5.29,5.38,10005,49.49,10003.75,49.49,31409.5,55.63,31397.17,49.18,PASS,6/24/2024 12:45:37 PM
ZJ24030130010004RH6,5.63,19.96,5.61,19.76,5.32,22.47,8.41,5.29,5.41,22.43,8.43,5.3,5.34,10001.25,49.44,10003.75,49.52,31434.18,55.6,31434.18,51.2,PASS,6/24/2024 12:46:28 PM
ZJ24030130010038RH6,5.64,19.86,5.64,19.82,5.33,22.47,8.41,5.29,5.4,22.45,8.42,5.29,5.38,10002.5,49.44,10001.25,49.44,31372.55,55.57,31372.55,49.73,PASS,6/24/2024 12:46:52 PM
ZJ24030130010039RH6,5.62,19.96,5.61,19.79,5.29,22.46,8.4,5.29,5.4,22.43,8.43,5.3,5.4,10003.75,49.44,10003.75,49.46,31384.86,55.59,31384.86,50.45,PASS,6/24/2024 12:47:14 PM
ZJ24030130010069RH6,5.62,19.93,5.6,19.78,5.33,22.46,8.41,5.29,5.4,22.43,8.43,5.3,5.39,10003.75,49.49,10003.75,49.46,31360.25,55.59,31360.25,50.33,PASS,6/24/2024 12:47:36 PM
ZJ24030130010006RH6,5.64,19.91,5.62,19.8,5.33,22.46,8.4,5.29,5.4,22.44,8.42,5.3,5.39,10005,49.47,10002.5,49.46,31372.55,55.57,31372.55,49.84,PASS,6/24/2024 12:48:08 PM
ZJ24030130010007RH6,5.67,20,5.65,19.81,5.3,22.46,8.41,5.3,5.41,22.43,8.43,5.29,5.39,10002.5,49.45,10001.25,49.44,31360.25,55.51,31372.55,50.24,PASS,6/24/2024 12:48:32 PM
ZJ24030130010066RH6,5.62,20.08,5.6,19.8,5.28,22.47,8.4,5.29,5.4,22.43,8.42,5.31,5.39,10000,49.45,10002.5,49.45,31409.5,55.59,31409.5,49.86,PASS,6/24/2024 12:48:55 PM
ZJ24030130010065RH6,5.64,19.75,5.6,19.82,5.3,22.47,8.4,5.29,5.4,22.43,8.42,5.31,5.41,10003.75,49.47,10005,49.49,31520.88,55.59,31520.88,50.55,PASS,6/24/2024 12:49:17 PM
ZJ24030130010029RH6,5.62,19.73,5.61,19.78,5.31,22.47,8.41,5.27,5.41,22.42,8.42,5.3,5.4,10005,49.45,10002.5,49.46,31421.84,55.58,31421.84,49.14,PASS,6/24/2024 12:49:41 PM
ZJ24030130010008RH6,5.63,19.98,5.63,19.76,5.29,22.47,8.41,5.29,5.39,22.43,8.42,5.29,5.4,10005,49.51,10002.5,49.45,31483.67,55.57,31483.67,50.73,PASS,6/24/2024 12:50:05 PM
ZJ24040200010034RH6,5.65,20.18,5.62,19.8,5.29,22.46,8.41,5.3,5.44,22.43,8.43,5.3,5.41,10002.5,49.51,10006.25,49.53,31372.55,55.61,31372.55,50.43,PASS,6/24/2024 12:51:26 PM
ZJ24040200010009RH6,5.64,20.09,5.61,19.75,5.3,22.47,8.41,5.3,5.42,22.43,8.42,5.29,5.42,10006.25,49.52,10002.5,49.45,31409.5,55.59,31409.5,50.73,PASS,6/24/2024 12:51:52 PM
ZJ24040200010003RH6,5.64,19.93,5.62,19.8,5.31,22.47,8.4,5.31,5.43,22.44,8.41,5.31,5.41,10001.25,49.48,10003.75,49.49,31397.17,55.57,31397.17,50.24,PASS,6/24/2024 12:52:18 PM
ZJ24040200010098RH6,5.63,19.89,5.62,19.75,5.31,22.46,8.4,5.3,5.43,22.43,8.42,5.3,5.42,10002.5,49.47,10006.25,49.48,31446.54,55.58,31446.54,50.83,PASS,6/24/2024 12:52:43 PM
ZJ24040200010035RH6,5.64,20.02,5.61,19.77,5.3,22.47,8.41,5.3,5.43,22.42,8.43,5.31,5.42,10001.25,49.48,10006.25,49.48,31384.86,55.59,31384.86,50.77,PASS,6/24/2024 12:53:10 PM
ZJ24040200010008RH6,5.64,20.08,5.62,19.79,5.33,22.46,8.41,5.3,5.44,22.43,8.43,5.29,5.43,10003.75,49.51,10006.25,49.43,31421.84,55.58,31409.5,50.14,PASS,6/24/2024 12:53:38 PM
ZJ24040200010008RH6,5.65,20.06,5.62,19.8,5.33,22.46,8.4,5.3,5.44,22.44,8.43,5.29,5.43,10003.75,49.49,10003.75,49.42,31421.84,55.58,31421.84,49.65,PASS,6/24/2024 12:54:19 PM
ZJ24040200010007RH6,5.63,19.95,5.62,19.78,5.33,22.46,8.4,5.28,5.43,22.43,8.42,5.3,5.41,10006.25,49.46,10003.75,49.49,31471.28,55.63,31471.28,50.94,PASS,6/24/2024 12:54:49 PM
ZJ24040200010042RH6,5.63,19.7,5.6,19.76,5.31,22.46,8.4,5.28,5.38,22.43,8.42,5.3,5.39,10001.25,49.51,10003.75,49.47,31496.06,55.59,31496.06,50.04,PASS,6/24/2024 12:55:13 PM
ZJ24040200010040RH6,5.63,19.85,5.61,19.73,5.32,22.46,8.41,5.29,5.39,22.43,8.42,5.3,5.4,10005,49.52,10001.25,49.48,31446.54,55.58,31446.54,50.75,PASS,6/24/2024 12:55:40 PM
ZJ24040200010015RH6,5.64,19.97,5.62,19.78,5.32,22.46,8.4,5.3,5.4,22.43,8.42,5.3,5.41,10001.25,49.47,10005,49.47,31458.91,55.6,31458.91,50.33,PASS,6/24/2024 12:56:05 PM
ZJ24040200010002RH6,5.63,19.96,5.63,19.73,5.31,22.46,8.4,5.29,5.42,22.43,8.41,5.29,5.42,10003.75,49.48,10003.75,49.47,31360.25,55.51,31360.25,49,PASS,6/24/2024 12:56:25 PM
ZJ24040200010014RH6,5.62,19.73,5.62,19.75,5.3,22.46,8.4,5.29,5.41,22.43,8.42,5.3,5.4,10003.75,49.51,10002.5,49.49,31409.5,55.59,31409.5,50.8,PASS,6/24/2024 12:57:05 PM
ZJ24040200010006RH6,5.64,19.96,5.62,19.76,5.31,22.46,8.4,5.28,5.42,22.44,8.42,5.3,5.42,10003.75,49.52,10003.75,49.47,31360.25,55.59,31360.25,50.14,PASS,6/24/2024 12:57:56 PM
ZJ24040200010092RH6,5.64,19.95,5.63,19.8,5.31,22.47,8.41,5.28,5.42,22.43,8.42,5.3,5.41,10005,49.47,10002.5,49.46,31421.84,55.58,31421.84,50.24,PASS,6/24/2024 12:58:29 PM
ZJ24040200010092RH6,5.64,19.95,5.63,19.8,5.31,22.46,8.4,5.28,5.43,22.43,8.43,5.29,5.42,10000,49.48,10005,49.49,31434.18,55.6,31434.18,49.55,PASS,6/24/2024 1:04:09 PM
ZJ24040200010084RH6,5.63,19.93,5.61,19.76,5.3,22.46,8.4,5.28,5.41,22.43,8.42,5.31,5.4,10003.75,49.49,10003.75,49.44,31372.55,55.96,31372.55,48,PASS,6/24/2024 1:04:52 PM
ZJ24040200010082RH6,5.64,20.04,5.61,19.77,5.31,22.46,8.4,5.31,5.39,22.43,8.42,5.29,5.41,10005,49.46,10002.5,49.44,31360.25,55.59,31360.25,49.82,PASS,6/24/2024 1:05:21 PM
ZJ24040200010041RH6,5.64,19.76,5.6,19.79,5.31,22.46,8.4,5.28,5.39,22.42,8.42,5.3,5.4,10005,49.51,10003.75,49.49,31458.91,55.56,31458.91,51.12,PASS,6/24/2024 1:06:14 PM
ZJ24040200010097RH6,5.64,19.78,5.62,19.79,5.3,22.47,8.4,5.29,5.44,22.43,8.42,5.29,5.42,10003.75,49.49,10001.25,49.43,31409.5,55.56,31409.5,0.35,FAIL,6/24/2024 1:06:49 PM
ZJ24040200010097RH6,5.64,19.99,5.62,19.79,5.3,22.47,8.41,5.29,5.44,22.43,8.42,5.29,5.43,10002.5,49.47,10005,49.44,31397.17,55.57,31397.17,50.12,PASS,6/24/2024 1:07:16 PM
ZJ24040200010004RH6,5.64,19.91,5.62,19.78,5.32,22.46,8.41,5.28,5.43,22.43,8.42,5.3,5.41,10003.75,49.46,10003.75,49.47,31421.84,55.58,31421.84,49.76,PASS,6/24/2024 1:07:41 PM
ZJ24040200010093RH6,5.64,19.94,5.62,19.77,5.32,22.46,8.4,5.28,5.44,22.44,8.43,5.31,5.43,10005,49.5,10005,49.5,31409.5,55.59,31409.5,49.55,PASS,6/24/2024 1:08:09 PM
ZJ24040200010083RH6,5.64,20.12,5.61,19.79,5.3,22.46,8.4,5.28,5.41,22.43,8.43,5.3,5.4,10005,49.5,10005,49.51,31458.91,55.6,31458.91,50.45,PASS,6/24/2024 1:08:44 PM
ZJ24040200010099RH6,5.65,19.95,5.61,19.81,5.31,22.45,8.4,5.29,5.42,22.42,8.43,5.32,5.42,10001.25,49.48,10001.25,49.47,31335.68,55.58,31335.68,49.94,PASS,6/24/2024 1:09:10 PM
ZJ24040200010005RH6,5.64,20.01,5.63,19.78,5.3,22.46,8.4,5.28,5.42,22.43,8.42,5.29,5.42,10005,49.47,10003.75,49.48,31397.17,55.57,31397.17,49.41,PASS,6/24/2024 1:09:35 PM
ZJ24040200010091RH6,5.64,19.83,5.62,19.76,5.32,22.46,8.4,5.3,5.44,22.43,8.42,5.29,5.41,10005,49.52,10001.25,49.47,31458.91,55.56,31458.91,51.12,PASS,6/24/2024 1:10:00 PM
ZJ24040200010036RH6,5.63,20.1,5.62,19.77,5.31,22.46,8.4,5.29,5.43,22.43,8.42,5.29,5.42,10005,49.51,10006.25,49.47,31397.17,55.57,31397.17,51.3,PASS,6/24/2024 1:10:24 PM
ZJ24040200010089RH6,5.65,19.82,5.62,19.76,5.29,22.46,8.4,5.28,5.44,22.43,8.42,5.3,5.43,10002.5,49.51,10003.75,49.49,31458.91,55.56,31458.91,50.88,PASS,6/24/2024 1:11:01 PM
ZJ24040200010088RH6,5.64,19.94,5.64,19.8,5.32,22.45,8.4,5.31,5.44,22.42,8.43,5.3,5.43,10002.5,49.47,10002.5,49.44,31446.54,55.58,31446.54,49.14,PASS,6/24/2024 1:11:28 PM
ZJ24040200010001RH6,5.65,19.95,5.61,19.81,5.34,22.46,8.4,5.29,5.43,22.43,8.42,5.31,5.42,10006.25,49.52,10005,49.52,31360.25,55.55,31360.25,49.9,PASS,6/24/2024 1:12:00 PM
ZJ24040200010013RH6,5.63,20.04,5.61,19.79,5.29,22.47,8.39,5.29,5.41,22.44,8.41,5.29,5.4,10001.25,49.51,10003.75,49.49,31397.17,55.61,31397.17,50.94,PASS,6/24/2024 1:12:29 PM
ZJ24040200010090RH6,5.64,19.98,5.63,19.74,5.31,22.46,8.41,5.29,5.43,22.42,8.42,5.29,5.42,10001.25,49.52,10003.75,49.49,31347.96,55.56,31347.96,50.63,PASS,6/24/2024 1:12:53 PM
